aqi,co,co_8hr,county,latitude,longitude,no,no2,nox,o3,o3_8hr,pm10,pm10_avg,pm2.5,pm2.5_avg,pollutant,publishtime,siteid,sitename,so2,so2_avg,status,wind_direc,wind_speed
67,0.32,0.2,嘉義縣,23.554839,120.345531,1.1,7,8.3,32,41,34,29,27,18.4,細懸浮微粒,2026/03/28 01:00:00,39,新港,1.6,1,普通,309,1.4
58,0.3,0.2,嘉義縣,23.46538,120.2478,0.7,6,7.1,35,45,33,30,26,15.2,細懸浮微粒,2026/03/28 01:00:00,40,朴子,0.9,1,普通,350,1.3
47,0.25,0.2,雲林縣,23.702175,120.19933333,0,4,4.5,42,49,26,23,20,11.7,,2026/03/28 01:00:00,41,臺西,0.8,1,良好,17,4.6
69,0.35,0.3,嘉義市,23.46477865,120.44125148,0,9,9.8,26,34,40,31,25,19.2,細懸浮微粒,2026/03/28 01:00:00,42,嘉義,2.2,1,普通,25,1.7
67,0.28,0.2,臺南市,23.305633,120.31725,0.1,9,9.8,29,39,37,32,25,18.4,細懸浮微粒,2026/03/28 01:00:00,43,新營,1.8,1,普通,3,2.3
58,0.23,0.2,臺南市,23.11337642,120.29740529,0.6,7,7.8,34,41,33,31,19,15.1,細懸浮微粒,2026/03/28 01:00:00,44,善化,1.2,1,普通,357,2.5
58,0.24,0.2,臺南市,23.048197,120.2175,0.7,4,4.8,40,45,23,25,11,15.2,細懸浮微粒,2026/03/28 01:00:00,45,安南,0,0,普通,321,2.8
47,0.23,0.2,臺南市,22.98928311,120.21947897,0.2,6,6.8,39,43,21,23,11,11.6,,2026/03/28 01:00:00,46,臺南,0.8,1,良好,355,2.8
56,0.25,0.2,高雄市,22.883583,120.530542,0.8,5,6.1,31,44,18,23,14,14.4,細懸浮微粒,2026/03/28 01:00:00,47,美濃,0.4,0,普通,269,1.1
64,0.32,0.2,高雄市,22.757506,120.305689,0.6,10,11.4,28,36,34,32,17,17.4,細懸浮微粒,2026/03/28 01:00:00,48,橋頭,1.4,1,普通,355,1.4
68,0.31,0.3,高雄市,22.689056,120.332631,1,10,11.9,30,36,30,32,22,18.7,細懸浮微粒,2026/03/28 01:00:00,49,仁武,0.9,1,普通,342,1.7
69,0.35,0.4,高雄市,22.628126,120.357422,0.2,13,14.1,29,32,36,33,21,18.9,細懸浮微粒,2026/03/28 01:00:00,50,鳳山,1.8,1,普通,213,0.7
69,0.25,0.2,高雄市,22.56413611,120.425311,0.3,9,9.7,32,36,50,40,18,19,細懸浮微粒,2026/03/28 01:00:00,51,大寮,1.2,1,普通,335,1
67,0.34,0.3,高雄市,22.4795,120.41175,0.9,10,11.6,24,30,47,39,19,18.3,細懸浮微粒,2026/03/28 01:00:00,52,林園,0.7,1,普通,356,1
60,0.26,0.2,高雄市,22.733667,120.328289,0.7,9,10,32,38,37,36,15,15.7,細懸浮微粒,2026/03/28 01:00:00,53,楠梓,1.4,1,普通,7,1.3
56,0.3,0.2,高雄市,22.674861,120.292917,1.1,10,11.7,30,39,30,32,14,14.3,細懸浮微粒,2026/03/28 01:00:00,54,左營,1.2,1,普通,326,1.7
54,0.3,0.2,高雄市,22.63390278,120.28676111,0.2,11,12.1,31,40,55,34,17,12.9,懸浮微粒,2026/03/28 01:00:00,56,前金,0.7,0,普通,349,4
57,0.32,0.3,高雄市,22.6044507,120.30833356,1.5,12,13.9,31,38,29,36,19,14.3,懸浮微粒,2026/03/28 01:00:00,57,前鎮,1,0,普通,14,1.8
67,0.32,0.3,高雄市,22.565833,120.337736,0.9,13,14.6,29,37,30,31,20,18.3,細懸浮微粒,2026/03/28 01:00:00,58,小港,1.7,1,普通,300,1.8
62,0.25,0.2,屏東縣,22.673081,120.488033,0.8,7,8.1,32,40,26,30,21,16.4,細懸浮微粒,2026/03/28 01:00:00,59,屏東,1.1,1,普通,265,1.2
64,0.26,0.2,屏東縣,22.523108,120.561175,0.7,8,9.4,31,39,40,40,16,17.3,細懸浮微粒,2026/03/28 01:00:00,60,潮州,1.1,0,普通,312,0.9
42,0.2,0.2,屏東縣,21.958069,120.788928,1.5,0,2.2,44,45,13,14,10,8.8,,2026/03/28 01:00:00,61,恆春,0.1,0,良好,25,2.7
37,0.2,0.2,臺東縣,22.755358,121.15045,0.4,1,2.4,37,39,13,16,9,9.2,,2026/03/28 01:00:00,62,臺東,0.4,0,良好,329,0.5
44,0.27,0.3,花蓮縣,23.971306,121.599769,0,3,3.2,47,47,10,14,12,8.6,,2026/03/28 01:00:00,63,花蓮,0.9,1,良好,22,0.9
45,0.21,0.2,臺北市,25.182722,121.529583,0.6,1,1.9,51,49,3,5,1,1.8,,2026/03/28 01:00:00,64,陽明,1.2,1,良好,,
33,0.22,0.2,宜蘭縣,24.747917,121.746394,0.8,4,5,30,36,16,14,6,7.8,,2026/03/28 01:00:00,65,宜蘭,0.4,0,良好,328,0.3
40,0.21,0.2,宜蘭縣,24.632203,121.792928,0.7,3,3.9,32,43,11,13,10,8,,2026/03/28 01:00:00,66,冬山,0.6,0,良好,211,1
51,0.48,0.9,新北市,25.072611,121.493806,7.3,22,29.7,19,11,19,24,10,11.5,二氧化氮,2026/03/28 01:00:00,67,三重,0.9,0,普通,-,-
66,0.52,0.6,桃園市,24.953278,121.221667,2.4,18,20.9,20,16,23,31,13,18.1,細懸浮微粒,2026/03/28 01:00:00,68,中壢,0.9,0,普通,313,0.4
71,0.3,0.3,南投縣,23.756389,120.677306,0.5,14,15.3,16,33,29,29,24,19.8,細懸浮微粒,2026/03/28 01:00:00,69,竹山,1.5,1,普通,47,0.3
35,0.27,0.4,新北市,25.017,121.516306,1.1,6,8,43,38,9,14,6,8.5,,2026/03/28 01:00:00,70,永和,0.5,0,良好,95,0.6
59,0.31,0.3,高雄市,22.608711,120.312017,0.9,12,13.8,31,36,32,29,17,15.5,細懸浮微粒,2026/03/28 01:00:00,71,復興,0.5,1,普通,274,1.6
64,0.3,0.3,南投縣,23.968842,120.967903,0.9,7,8.6,14,30,27,26,17,17.1,細懸浮微粒,2026/03/28 01:00:00,72,埔里,1.3,1,普通,56,0.7
71,0.17,0.1,連江縣,26.153736,119.952724,0.5,3,4.1,56,61,28,25,13,13.4,臭氧八小時,2026/03/28 01:00:00,75,馬祖,0.6,0,普通,335,1.8
61,0.2,0.2,金門縣,24.432133,118.312256,0.8,5,5.8,56,57,21,20,15,16.3,細懸浮微粒,2026/03/28 01:00:00,77,金門,0.9,1,普通,34,1.5
50,0.22,0.2,澎湖縣,23.569031,119.566158,0.3,1,2,57,54,16,18,10,11,,2026/03/28 01:00:00,78,馬公,0.6,0,良好,22,2.7
38,0.22,0.2,臺東縣,23.045083,121.161933,0.5,2,2.5,37,39,22,15,8,9.5,,2026/03/28 01:00:00,80,關山,0.4,0,良好,20,1.1
58,0.25,0.2,雲林縣,23.753506,120.251825,0.5,5,6.2,40,47,30,25,19,15.1,細懸浮微粒,2026/03/28 01:00:00,83,麥寮,1.4,1,普通,2,3.7
67,0.15,0.1,新北市,25.29681695,121.53656894,0,0,0.8,58,60,15,16,7,6.6,臭氧八小時,2026/03/28 01:00:00,84,富貴角,0.1,0,普通,38,8.1
51,0.24,0.1,彰化縣,23.85493056,120.26964167,0.9,5,6.7,40,52,31,25,12,12.6,細懸浮微粒,2026/03/28 01:00:00,85,大城,0.7,0,普通,52,3.9
76,0.38,0.5,臺中市,24.1589,120.6567111,1.5,12,14.1,22,27,22,28,24,21.8,細懸浮微粒,2026/03/28 01:00:00,88,臺灣大道,0.4,0,普通,348,1.5
73,0.3,0.3,彰化縣,23.9615945,120.5631893,0.9,12,13.1,22,34,23,26,25,20.7,細懸浮微粒,2026/03/28 01:00:00,139,員林,1.2,2,普通,35,0.7
60,0.31,0.4,臺南市,22.98522502,120.22216042,1.4,7,9.3,38,40,28,28,20,15.8,細懸浮微粒,2026/03/28 01:00:00,140,林森,0.9,1,普通,28,1.9
68,0.3,0.3,南投縣,23.71867609,120.7944772,0.4,7,8.2,27,33,37,32,20,18.6,細懸浮微粒,2026/03/28 01:00:00,203,南投（鹿谷）,0.9,0,普通,192,0.9
56,0.24,0.2,屏東縣,22.35222,120.37722,0.4,6,7.2,38,45,30,25,17,14.2,細懸浮微粒,2026/03/28 01:00:00,204,屏東（琉球）,0.6,0,普通,316,2.1
53,0.3,0.4,新北市,24.94902778,121.38352778,0.9,16,17.8,37,27,19,19,15,13.2,細懸浮微粒,2026/03/28 01:00:00,311,新北（樹林）,0.5,0,普通,114,0.4
45,0.19,0.2,屏東縣,22.260899,120.651472,0,2,2.2,41,44,14,20,7,11.2,,2026/03/28 01:00:00,313,屏東（枋山）,0,0,良好,101,2.2
44,0.2,0.2,基隆市,25.129167,121.760056,1,2,3.4,51,48,15,9,7,6.2,,2026/03/28 03:00:00,1,基隆,1,0,良好,82,0.2
33,0.19,0.2,新北市,25.06624,121.64081,0.2,6,6.8,42,36,9,12,3,6.8,,2026/03/28 03:00:00,2,汐止,0.8,0,良好,79,1.2
52,0.22,0.2,新北市,24.977222,121.537778,0,6,6.3,29,34,12,17,12,12.7,細懸浮微粒,2026/03/28 03:00:00,4,新店,0.9,0,普通,150,0.5
36,0.23,0.3,新北市,24.982528,121.451861,0.4,6,6.8,39,39,8,15,3,7,,2026/03/28 03:00:00,5,土城,0.7,0,良好,7,0.5
34,0.3,0.3,新北市,25.012972,121.458667,1,7,8.2,39,36,6,10,4,8.4,,2026/03/28 03:00:00,6,板橋,0.7,1,良好,49,1.3
46,0.23,0.3,新北市,25.037972,121.4325,1.2,7,9.1,35,24,13,24,9,11.4,,2026/03/28 03:00:00,7,新莊,0.4,0,良好,34,2.2
34,0.21,0.4,新北市,25.06895,121.481028,0.1,6,6.5,42,31,8,14,4,8.5,,2026/03/28 03:00:00,8,菜寮,0.5,0,良好,295,0.8
38,0.19,0.2,新北市,25.07798949,121.36548982,0,2,2.2,49,41,7,8,7,6.5,,2026/03/28 03:00:00,9,林口,0.8,1,良好,44,2.4
37,0.17,0.2,新北市,25.1645,121.449239,0.9,2,3.1,48,40,13,9,2,4.7,,2026/03/28 03:00:00,10,淡水,0.9,0,良好,,
28,0.24,0.3,臺北市,25.10334003,121.51666356,0.7,5,6,37,29,19,17,4,6.8,,2026/03/28 03:00:00,11,士林,0.7,1,良好,16,0.2
33,0.3,0.3,臺北市,25.062361,121.526528,0.7,9,10,37,33,10,13,7,8.3,,2026/03/28 03:00:00,12,中山,0.5,0,良好,230,0.2
36,0.36,0.3,臺北市,25.046503,121.507972,0.9,12,12.9,29,31,15,11,10,8.9,,2026/03/28 03:00:00,13,萬華,1,0,良好,30,0.3
38,0.22,0.2,臺北市,25.020608,121.529556,0.5,5,6.2,37,41,9,9,1,3.9,,2026/03/28 03:00:00,14,古亭,1.2,1,良好,67,0.2
32,0.21,0.3,臺北市,25.05,121.578611,1,4,5.7,42,35,7,10,1,5.4,,2026/03/28 03:00:00,15,松山,1.5,1,良好,81,1
40,0.46,0.6,臺北市,25.06331455,121.51342074,2.7,16,19.6,24,21,14,13,11,9.9,,2026/03/28 03:00:00,16,大同,0.8,0,良好,-,-
44,0.2,0.3,桃園市,24.9947107,121.30500531,0.9,5,6,46,31,9,17,5,10.9,,2026/03/28 03:00:00,17,桃園,0.2,0,良好,19,1.6
39,0.2,0.2,桃園市,25.06100357,121.20251473,1.5,13,15.2,42,42,17,14,6,5.4,,2026/03/28 03:00:00,18,大園,1.6,0,良好,42,3.7
44,0.18,0.2,桃園市,25.03556747,121.08283092,0.2,5,5.3,50,47,16,13,5,7.3,,2026/03/28 03:00:00,19,觀音,0.6,0,良好,62,4.1
51,0.25,0.3,桃園市,24.952786,121.203986,0.3,10,10.3,41,27,13,25,11,12.5,細懸浮微粒,2026/03/28 03:00:00,20,平鎮,0.3,0,普通,41,2.3
60,0.25,0.2,桃園市,24.86400048,121.21645772,1.1,10,11.6,35,31,21,25,13,15.7,細懸浮微粒,2026/03/28 03:00:00,21,龍潭,0,0,普通,41,2.6
38,0.19,0.2,新竹縣,24.90009696,121.03886894,0.7,4,5.1,48,41,15,19,4,9.5,,2026/03/28 03:00:00,22,湖口,0.5,1,良好,45,4.1
52,0.21,0.2,新竹縣,24.74091408,121.08895493,0.9,4,5,41,33,10,14,8,13,細懸浮微粒,2026/03/28 03:00:00,23,竹東,0.6,0,普通,51,1.9
56,0.25,0.3,新竹市,24.8056356,120.97236752,0.3,8,8.9,39,32,21,25,8,14.3,細懸浮微粒,2026/03/28 03:00:00,24,新竹,0.8,1,普通,46,1.8
69,0.31,0.3,苗栗縣,24.69690679,120.89869286,0.4,11,12.1,29,25,19,28,15,19.2,細懸浮微粒,2026/03/28 03:00:00,25,頭份,1.3,1,普通,47,1.7
64,0.2,0.2,苗栗縣,24.56499183,120.82011468,1.2,4,5.4,40,28,11,20,11,17.4,細懸浮微粒,2026/03/28 03:00:00,26,苗栗,1.9,0,普通,24,2.1
38,0.24,0.2,苗栗縣,24.38248443,120.75956754,0.7,2,3.6,24,25,6,13,3,9.5,,2026/03/28 03:00:00,27,三義,0.3,0,良好,27,0.8
56,0.26,0.2,臺中市,24.25699731,120.74252414,1.2,6,7.9,10,24,17,17,14,14.3,細懸浮微粒,2026/03/28 03:00:00,28,豐原,0.9,1,普通,246,0.6
67,0.25,0.2,臺中市,24.225628,120.568794,0.1,6,6.4,26,27,22,28,14,18.2,細懸浮微粒,2026/03/28 03:00:00,29,沙鹿,0.4,0,普通,14,1.5
67,0.33,0.3,臺中市,24.09961111,120.67844444,0,10,10.1,14,19,27,25,20,18.5,細懸浮微粒,2026/03/28 03:00:00,30,大里,1.2,1,普通,211,0.7
64,0.32,0.3,臺中市,24.151958,120.641092,0.7,10,11.1,14,22,24,23,18,17.1,細懸浮微粒,2026/03/28 03:00:00,31,忠明,1.6,1,普通,26,0.8
61,0.27,0.2,臺中市,24.162197,120.616917,0.8,7,8.5,19,25,23,26,19,16.2,細懸浮微粒,2026/03/28 03:00:00,32,西屯,1.2,0,普通,25,1.6
65,0.26,0.3,彰化縣,24.066,120.541519,1.4,10,11.9,19,27,25,25,21,17.7,細懸浮微粒,2026/03/28 03:00:00,33,彰化,0.4,1,普通,21,1.4
64,0.26,0.3,彰化縣,24.131672,120.469061,1.2,6,7.9,32,33,20,26,17,17.4,細懸浮微粒,2026/03/28 03:00:00,34,線西,1.3,1,普通,35,3.7
74,0.3,0.3,彰化縣,23.925175,120.409653,0.7,5,6.2,31,34,35,34,22,20.9,細懸浮微粒,2026/03/28 03:00:00,35,二林,1.7,1,普通,28,1.8
81,0.3,0.3,南投縣,23.913,120.685306,0.7,11,11.8,12,23,26,28,24,23.3,細懸浮微粒,2026/03/28 03:00:00,36,南投,0,0,普通,77,0.5
95,0.28,0.2,雲林縣,23.711853,120.544994,0.1,10,10.7,19,31,53,42,34,28.6,細懸浮微粒,2026/03/28 03:00:00,37,斗六,1.3,1,普通,331,0.5
78,0.4,0.3,雲林縣,23.757547,120.348742,0.1,8,8.7,28,34,37,33,24,22.3,細懸浮微粒,2026/03/28 03:00:00,38,崙背,2.1,1,普通,347,1.2
74,0.39,0.2,嘉義縣,23.554839,120.345531,0.8,7,8.1,28,36,31,31,23,20.8,細懸浮微粒,2026/03/28 03:00:00,39,新港,0.9,1,普通,301,1.2
76,0.39,0.2,嘉義縣,23.46538,120.2478,0.8,10,11.4,23,38,44,33,35,21.7,細懸浮微粒,2026/03/28 03:00:00,40,朴子,1.4,1,普通,350,1.1
55,0.3,0.2,雲林縣,23.702175,120.19933333,0,5,5.9,34,45,27,23,14,14,細懸浮微粒,2026/03/28 03:00:00,41,臺西,0.7,1,普通,14,4.4
84,0.3,0.3,嘉義市,23.46477865,120.44125148,0.3,9,9.8,21,29,46,35,36,24.6,細懸浮微粒,2026/03/28 03:00:00,42,嘉義,1.6,1,普通,348,2.3
77,0.33,0.2,臺南市,23.305633,120.31725,1.5,9,10.7,25,34,43,37,29,22.1,細懸浮微粒,2026/03/28 03:00:00,43,新營,1.2,1,普通,335,1.8
67,0.25,0.2,臺南市,23.11337642,120.29740529,,,,28,37,58,36,23,18.5,細懸浮微粒,2026/03/28 03:00:00,44,善化,1.4,1,普通,337,2.6
66,0.27,0.2,臺南市,23.048197,120.2175,0.9,4,5.7,36,42,34,27,26,17.8,細懸浮微粒,2026/03/28 03:00:00,45,安南,1.3,0,普通,326,2.2
53,0.24,0.2,臺南市,22.98928311,120.21947897,0.5,7,7.6,35,40,38,26,19,13.1,細懸浮微粒,2026/03/28 03:00:00,46,臺南,1.4,1,普通,10,1.8
55,0.33,0.2,高雄市,22.883583,120.530542,0.3,5,5.4,26,37,24,22,12,13.8,細懸浮微粒,2026/03/28 03:00:00,47,美濃,0.3,0,普通,272,0.5
69,0.28,0.2,高雄市,22.757506,120.305689,0.7,10,10.8,27,32,38,31,23,19,細懸浮微粒,2026/03/28 03:00:00,48,橋頭,1.4,1,普通,11,2.1
73,0.33,0.3,高雄市,22.689056,120.332631,0.7,10,11.3,27,32,40,33,25,20.4,細懸浮微粒,2026/03/28 03:00:00,49,仁武,2.1,1,普通,331,1.9
74,0.39,0.4,高雄市,22.628126,120.357422,0.1,12,12.7,25,30,33,32,26,21,細懸浮微粒,2026/03/28 03:00:00,50,鳳山,1.6,1,普通,276,1
72,0.34,0.2,高雄市,22.56413611,120.425311,0.5,9,9.6,27,33,37,38,23,20.1,細懸浮微粒,2026/03/28 03:00:00,51,大寮,1.6,1,普通,324,1.7
70,0.35,0.3,高雄市,22.4795,120.41175,0.7,13,14.5,20,27,39,39,20,19.4,細懸浮微粒,2026/03/28 03:00:00,52,林園,0.9,1,普通,323,0.4
67,0.31,0.2,高雄市,22.733667,120.328289,0.1,9,9.3,30,34,42,36,28,18.2,細懸浮微粒,2026/03/28 03:00:00,53,楠梓,1.6,1,普通,330,1.1
62,0.36,0.3,高雄市,22.674861,120.292917,0.6,11,12.5,26,34,39,31,22,16.5,細懸浮微粒,2026/03/28 03:00:00,54,左營,1.2,1,普通,339,1.6
62,0.33,0.2,高雄市,22.63390278,120.28676111,0.9,12,13.6,27,35,38,36,23,16.7,細懸浮微粒,2026/03/28 03:00:00,56,前金,1.1,0,普通,350,3
65,0.35,0.3,高雄市,22.6044507,120.30833356,0.7,11,11.8,26,34,38,37,23,17.5,細懸浮微粒,2026/03/28 03:00:00,57,前鎮,1.3,0,普通,3,1.8
72,0.36,0.3,高雄市,22.565833,120.337736,0.6,12,13.4,25,33,39,32,24,20.3,細懸浮微粒,2026/03/28 03:00:00,58,小港,2.2,1,普通,334,1.4
60,0.24,0.2,屏東縣,22.673081,120.488033,0.6,7,7.7,27,36,30,28,19,15.7,細懸浮微粒,2026/03/28 03:00:00,59,屏東,0.9,1,普通,2,1.5
62,0.25,0.2,屏東縣,22.523108,120.561175,0.4,8,8.5,24,34,37,39,18,16.5,細懸浮微粒,2026/03/28 03:00:00,60,潮州,0.9,0,普通,281,0.8
40,0.2,0.2,屏東縣,21.958069,120.788928,0.7,0,1.4,40,43,14,15,7,8.4,,2026/03/28 03:00:00,61,恆春,0.2,0,良好,29,3.6
40,0.2,0.2,臺東縣,22.755358,121.15045,0.9,1,2.6,38,37,17,16,11,10,,2026/03/28 03:00:00,62,臺東,0.9,0,良好,304,0.9
40,0.3,0.3,花蓮縣,23.971306,121.599769,0,3,3.8,37,43,17,15,10,9.5,,2026/03/28 03:00:00,63,花蓮,0.7,1,良好,259,0.8
48,0.21,0.2,臺北市,25.182722,121.529583,0.3,0,1.3,52,52,1,4,0,1.7,,2026/03/28 03:00:00,64,陽明,0.8,1,良好,,
31,0.25,0.2,宜蘭縣,24.747917,121.746394,0.2,3,4.1,26,34,14,13,9,7.7,,2026/03/28 03:00:00,65,宜蘭,0.7,0,良好,248,0.4
35,0.31,0.2,宜蘭縣,24.632203,121.792928,0.4,5,5.9,23,38,12,13,9,8.5,,2026/03/28 03:00:00,66,冬山,0.4,0,良好,333,0.4
52,0.43,0.7,新北市,25.072611,121.493806,15.5,23,39.2,23,13,15,21,6,9.8,二氧化氮,2026/03/28 03:00:00,67,三重,0.7,0,普通,-,-
59,0.25,0.5,桃園市,24.953278,121.221667,0.3,7,7.8,39,20,17,26,6,15.4,細懸浮微粒,2026/03/28 03:00:00,68,中壢,0.6,0,普通,37,0.7
77,0.3,0.3,南投縣,23.756389,120.677306,0.4,12,13.2,14,26,38,31,28,21.9,細懸浮微粒,2026/03/28 03:00:00,69,竹山,1.4,1,普通,14,0.3
37,0.24,0.3,新北市,25.017,121.516306,0.7,6,7.5,37,40,13,13,5,8.1,,2026/03/28 03:00:00,70,永和,0.7,0,良好,112,0.7
67,0.33,0.3,高雄市,22.608711,120.312017,1.1,12,13.2,26,33,39,30,25,18.2,細懸浮微粒,2026/03/28 03:00:00,71,復興,1.4,1,普通,275,1.3
64,0.28,0.3,南投縣,23.968842,120.967903,1.2,7,8.4,10,22,21,24,18,17.1,細懸浮微粒,2026/03/28 03:00:00,72,埔里,0.9,1,普通,288,0.8
